targetID,row,col,reward,penalty
1,1,1,0.3878482788287957,0.20952547630724738
2,1,2,-0.232558101404963,-0.40828595848473254
3,1,3,-0.005687901160707498,-0.4731257746442452
4,1,4,0.28110911182564435,0.24239355146055208
5,1,5,0.11362698415747466,0.06195024757149703
6,1,6,0.32454124686740915,-0.3303536858221171
7,1,7,0.32756629974515633,-0.024522370273514615
8,1,8,-0.17396336975818133,-0.21283648109599212
9,1,9,0.45386356471284084,0.10953079339022764
10,1,10,0.29267622017663947,0.09521362858598903
11,1,11,-0.07462205746410047,-0.18934410473855473
12,1,12,0.4662753189053464,-0.24529074828955194
13,1,13,0.49362482010619585,-0.4932352847311349
14,1,14,0.41971489642272475,0.3968033023677213
15,1,15,0.4877298948134525,0.34740153709427757
16,1,31,-0.06225692384095283,-0.31299059253722
17,1,32,0.45200163334844423,-0.28395338647123713
18,1,33,0.319734597627365,0.31834620792637625
19,1,34,0.10945994392108638,-0.4745534926494759
20,1,35,0.4939870569364183,0.43907984608929673
21,1,36,-0.20591906632665952,-0.21877096301385118
22,1,37,0.46429892306626364,0.34135586814123664
23,1,38,-0.07076892874915708,-0.36320588714636537
24,1,39,0.383704771734236,0.36970740282861037
25,1,40,0.2469060152245034,-0.3594445207946333
26,1,41,0.48895231183470866,0.1801179733428555
27,1,42,0.19155126627464003,-0.17029738432275532
28,1,91,-0.12150048163584294,-0.12174464887691266
29,1,92,0.48471231132563175,-0.01921983858184917
30,1,94,0.27024123130837285,-0.42195098288374533
31,1,96,0.039287569682756485,-0.4152159081635173
32,2,1,0.37420834765382816,-0.2567632383211902
33,2,2,0.3834552735116266,-0.4115040913887232
34,2,3,0.3476648066354593,-0.3873638024894114
35,2,6,0.25588168006151024,0.08521515878385044
36,2,7,0.15701186135157746,0.15237856891450163
37,2,8,0.4572419387063742,0.364643726616279
38,2,9,0.31029326966979176,-0.35282750000810037
39,2,10,-0.07309680520232043,-0.4269016697184442
40,2,11,0.11147305974355282,-0.258400350195063
41,2,12,0.04278860367204751,0.013445894851833895
42,2,13,-0.1288145039772821,-0.48071109663252576
43,2,14,0.30484408508242195,0.027790629622014396
44,2,33,0.3818938938746289,-0.017778012679177058
45,2,34,0.15044353484990458,-0.4217920645850002
46,2,35,0.4661738256453336,0.3094125539151862
47,2,36,0.4669077854507937,0.3297280091891086
48,2,37,0.4281103704951759,-0.004250991851115604
49,2,38,-0.2047706971976813,-0.21349600715208905
50,2,39,-0.3065870507576325,-0.43631418942040234
51,2,40,0.37998356242526604,0.3174928686488442
52,2,41,0.43404840642116366,-0.4096779214068757
53,2,42,0.2637612390670913,-0.08700750647976657
54,2,91,0.16346298002125864,0.06977275542771666
55,2,95,0.2978508504340842,0.2611583426226539
56,3,1,0.3256674464436014,0.07918159662662405
57,3,2,0.4701951260922875,-0.46925321932779346
58,3,3,0.4062618364806793,0.31479589186760704
59,3,4,0.056470531706371244,-0.05534279297599437
60,3,5,0.10464144877381638,-0.05586649664554266
61,3,7,0.38521146991118715,0.1758868846350078
62,3,8,0.31654030326661486,-0.44796656022938197
63,3,9,0.4917640110804674,0.3269798799538367
64,3,10,-0.2895718337767528,-0.45411375729387715
65,3,11,0.4025159458938662,0.37627321234416555
66,3,12,0.37922362531188497,0.3278458597373801
67,3,13,0.10751363220392163,-0.194222536616512
68,3,14,0.2997340246148,0.014113867325188822
69,3,34,-0.3192012565091783,-0.38935589060053194
70,3,35,-0.13859299206044204,-0.3121624478124789
71,3,36,0.2762021938468766,0.25694765304699063
72,3,37,0.4727495230983197,-0.44632029146794566
73,3,38,0.17772525956042556,-0.05827284946936073
74,3,39,0.39109791793591664,0.19025213248996065
75,3,40,0.022912980849213133,-0.008470186786033285
76,4,2,0.4859284647852036,0.36770160052427703
77,4,3,0.3769837424187827,0.20401828729402183
78,4,4,-0.21651995821054792,-0.4287786140628727
79,4,5,0.12469942988566059,0.01418820574820967
80,4,6,0.47964310642980773,-0.09862124395064747
81,4,7,0.2834488580004269,-0.21845103798650117
82,4,8,0.29341889253305165,-0.27621198639275224
83,4,9,-0.07022171116001796,-0.4163547110996714
84,4,10,0.40748765324586583,0.28334275455710745
85,4,11,0.38195327704633464,-0.2792214585824532
86,4,12,0.35724528649265924,0.1417913407123006
87,4,35,0.44133716508215937,-0.2818930148701174
88,4,36,-0.028111934026714497,-0.21066567443331413
89,4,37,0.40661484021979777,-0.3584018234369468
90,4,38,0.46136336119957244,0.3822963781056684
91,4,39,0.34600197098081104,-0.12775859010443102
92,4,41,0.4625117067124143,0.39836021362858653
93,5,2,0.29695294411529727,0.1390134115509154
94,5,3,0.47245462015901424,0.006990931048490134
95,5,5,0.4286209198952499,0.304804397778461
96,5,6,0.4899912079961317,-0.24552082671663844
97,5,10,0.4069927641638018,0.19700325711279243
98,5,11,-0.28935235643338625,-0.3650379600906618
99,5,12,0.3767041091223921,0.2467129286226808
100,5,36,0.459981294631986,-0.38953782455223884
101,5,39,0.4858068823602183,-0.2640226075734564
102,5,40,0.14690199139125665,0.12366990057179283
103,6,2,0.4001877715053995,-0.4077740610453241
104,6,3,0.19482918055589699,0.18801028098403716
105,6,4,0.46392192602047044,0.3422405525255642
106,6,5,0.027567208696087753,-0.3496167548942307
107,6,7,0.29670746184243557,0.2823446280717099
108,6,8,0.2911488507618313,0.18125522857460585
109,6,9,-0.171433088693706,-0.4595140894491911
110,6,10,0.08696507266381084,0.07741017307774811
111,6,11,0.3366383044063481,0.06875835082288384
112,6,12,0.4514542198564499,0.3955527273161652
113,6,13,0.43079368500476656,0.3576457824031585
114,6,36,0.2699664910095734,0.15299761854956573
115,6,37,0.007278799817407977,-0.4950222818566614
116,6,94,0.43903991251619745,-0.00558265644310485
117,6,95,0.32486602585276253,-0.011138235885985559
118,6,96,0.07299786175912298,-0.2090521658854067
