targetID,row,col,reward,penalty
1,1,1,2.481142091592534,-8.776915128978164
2,1,3,7.225947369704616,-3.852321736324135
3,1,4,5.594192594919948,-8.476970535646478
4,1,5,6.455823664631749,-0.20226418124071088
5,1,6,5.713647114238033,-7.742210273369605
6,1,7,8.710776111790798,-3.717367079163024
7,1,17,6.936786103131294,-8.989484751842324
8,1,18,5.552389040192504,-9.176906775177718
9,1,19,4.782054642724075,-9.38508859225458
10,1,20,8.834283263482739,-7.747169285192321
11,1,21,1.2310932432302335,-8.076533688736587
12,2,1,6.103182007062257,-8.144103217096355
13,2,2,2.553025750295392,-3.5923197042109125
14,2,3,1.3284632180633693,-5.809782704417482
15,2,4,3.713958546169262,-5.0129408408683815
16,2,5,9.233765221290883,-1.7363684705759912
17,2,6,2.272706141874057,-2.639705437607174
18,2,18,8.356624489794871,-9.646733434602124
19,2,19,9.667472494730903,-1.1560894022168728
20,3,1,1.8080725411840701,-6.332916605591372
21,3,2,5.798701713853169,-9.027984203801502
22,3,4,5.264412359965331,-1.845147590935973
23,3,5,2.9290917336298485,-4.766554875804811
24,3,6,4.539163077960666,-1.8386965332900704
25,3,18,8.866006701570553,-4.423273864215028
26,3,47,2.5666543970339335,-3.451011829051861
27,3,48,2.7472556577944336,-4.422828970680246
28,3,49,2.4862554476527494,-1.5922276812352045
29,4,1,8.45319493984712,-5.525023418908805
30,4,2,3.7817099068910056,-5.848500542667955
31,4,3,7.323391451133863,-4.212668586324878
32,4,5,4.942480132806023,-1.337437423292256
33,4,8,6.2518101611084855,-4.420033540560862
34,4,18,7.577083463264833,-6.299936750353224
35,4,19,6.414761851795438,-5.358608050680608
36,5,1,7.977102758905379,-2.5057056251707364
37,5,2,4.3940996942106665,-9.319693130005284
38,5,3,7.706977941876143,-0.5329488397417794
39,5,4,9.510454788990323,-9.866771399159642
40,5,5,4.1167321165255695,-6.904369111836238
41,5,6,6.132877319949213,-6.486733109459429
42,5,7,6.519213865640464,-7.221713499132804
43,5,8,5.512343078449373,-5.838212450456296
44,5,9,8.674043361041317,-7.436407524910691
45,6,1,9.490929478271562,-5.421527558716351
46,6,2,1.8281814379546182,-1.6805237161955393
47,6,3,3.0906560654651285,-7.162774000366862
48,6,4,5.9897057935319555,-4.755185976828747
49,6,5,1.3936795209725585,-0.14599712720256974
50,6,6,8.811961411590831,-1.2726506751216888
51,6,7,1.9702755909704222,-6.970153360595027
52,6,8,8.401425777665654,-1.1127299037931966
53,6,9,2.8741113391445765,-0.16359986514361324
54,6,10,4.8589442528195175,-5.4622814551830725
55,6,15,6.392091039864894,-3.091405465883014
56,6,16,5.122786090457373,-0.012479205825400186
57,7,1,8.435827046032108,-8.305637392290382
58,7,2,1.0228704156522634,-9.96517230852913
59,7,3,2.6112363393201,-4.243874270280035
60,7,4,5.7423814107083135,-2.1836046392926285
61,7,5,6.5777022034193715,-0.33725312108152394
62,7,6,4.106814066608631,-4.6341648483735955
63,7,7,5.01395837534494,-5.331237587792228
64,7,8,1.5401079532483162,-0.479691379394076
65,7,9,8.76365311939471,-8.927382031250923
66,7,10,7.739809746429335,-3.208275023932047
67,7,11,5.742248623040275,-6.958309461508275
68,7,13,4.9729129599429935,-3.66471892823201
69,7,14,3.728136004928912,-2.0978317832861313
70,7,15,2.7114089844864395,-2.181064762749659
71,7,20,1.5849899223706045,-8.879752010985468
72,8,1,9.366231233630995,-8.346003194254447
73,8,2,2.3534339411642318,-5.634383452193794
74,8,3,5.080671837968277,-1.6641782483434202
75,8,4,7.323663863204371,-5.971104756542532
76,8,5,3.738578093824135,-1.1478135169454848
77,8,6,1.139778359259636,-6.267762925116208
78,8,7,4.361859401448736,-9.436036996278803
79,8,8,9.396451720278879,-5.468117249377053
80,8,9,4.06055216641224,-0.003952544572403127
81,8,10,4.637175566740812,-4.1101048439339944
82,8,11,2.5797931431693604,-1.0744591335724643
83,8,12,8.492555195145677,-8.991830789163876
84,8,13,2.751308370361528,-9.365530816378193
85,8,14,2.677006298394618,-8.462406969870692
86,8,15,6.652351552992409,-0.1331311643564561
87,8,18,5.1404354815783515,-5.639661816887042
88,8,19,7.584223140938961,-1.3549149581724453
89,8,20,1.3940133679455797,-2.748957643943804
90,8,21,3.292288454188289,-2.4357034706629292
91,8,22,3.724499147895464,-9.087405878165981
92,9,1,1.2486103112402436,-6.519399495526783
93,9,2,6.8930519007056965,-1.404190503271174
94,9,3,7.932722256359329,-2.7548601498959977
95,9,4,6.3671051741947435,-9.507177179511656
96,9,5,5.00331729070035,-4.487344842337459
97,9,6,5.742784569452612,-7.993256337556026
98,9,7,2.4286515993148305,-6.313210362582618
99,9,8,6.577203654914424,-8.211772878828604
100,9,9,1.1893607102049093,-1.35945010855502
101,9,10,6.624727449705074,-8.739785394685777
102,9,11,6.105904230576849,-1.0310214243571316
103,9,12,7.673017165999991,-5.4733060924736785
104,9,13,6.74754120434986,-7.198732804337307
105,9,14,9.628482759685921,-1.0736125988365508
106,9,15,5.897432880510646,-6.779712208856611
107,9,19,5.169058963718233,-5.963684689400104
108,9,20,3.0790525370671586,-8.713522374239718
109,9,21,1.3767585940966545,-0.44929583277397
110,9,22,1.90130633794273,-3.7476067285932135
111,9,23,9.529303838394032,-0.2925398566527644
112,10,1,1.900100336176691,-5.931626990191995
113,10,2,2.464234516959102,-7.707305657478637
114,10,3,4.690276867678405,-7.974906670337646
115,10,4,3.9549731065985467,-7.436264878371908
116,10,5,1.312632657277137,-2.5439085496425298
117,10,6,5.966537069035318,-1.0731257010203663
